time,open,high,low,close,volume
2025-01-15T04:00:00Z,1.4353,1.4354,1.435,1.4353,0.0
2025-01-15T05:00:00Z,1.4353,1.4363,1.4352,1.4362,0.0
2025-01-15T06:00:00Z,1.4363,1.4364,1.4356,1.436,0.0
2025-01-15T07:00:00Z,1.436,1.4361,1.4341,1.4343,0.0
2025-01-15T08:00:00Z,1.4343,1.4353,1.4329,1.4353,0.0
2025-01-15T09:00:00Z,1.4353,1.4353,1.4343,1.4347,0.0
2025-01-15T10:00:00Z,1.4347,1.435,1.4343,1.4344,0.0
2025-01-15T11:00:00Z,1.4346,1.4346,1.4341,1.4345,0.0
2025-01-15T12:00:00Z,1.4345,1.4367,1.4344,1.4357,0.0
2025-01-15T13:00:00Z,1.4358,1.4359,1.4303,1.4308,0.0
2025-01-15T14:00:00Z,1.4307,1.4333,1.4303,1.433,0.0
2025-01-15T15:00:00Z,1.4331,1.4347,1.4324,1.4341,0.0
2025-01-15T16:00:00Z,1.4341,1.4358,1.4335,1.4341,0.0
2025-01-15T17:00:00Z,1.4341,1.4342,1.4334,1.4338,0.0
2025-01-15T18:00:00Z,1.4337,1.4341,1.433,1.4331,0.0
2025-01-15T19:00:00Z,1.4331,1.4335,1.4327,1.4329,0.0
2025-01-15T20:00:00Z,1.4329,1.4332,1.4327,1.4328,0.0
2025-01-15T21:00:00Z,1.4329,1.4341,1.4327,1.434,0.0
2025-01-15T22:00:00Z,1.4344,1.4345,1.4327,1.4337,0.0
2025-01-15T23:00:00Z,1.4337,1.4338,1.4324,1.4326,0.0
2025-01-16T00:00:00Z,1.4326,1.4337,1.4323,1.4325,0.0
2025-01-16T01:00:00Z,1.4326,1.4343,1.4326,1.4342,0.0
2025-01-16T02:00:00Z,1.4341,1.4353,1.4341,1.4352,0.0
2025-01-16T03:00:00Z,1.4352,1.4355,1.4351,1.4352,0.0
2025-01-16T04:00:00Z,1.4352,1.4357,1.4348,1.4356,0.0
2025-01-16T05:00:00Z,1.4354,1.4367,1.4354,1.4367,0.0
2025-01-16T06:00:00Z,1.4366,1.4367,1.4357,1.4358,0.0
2025-01-16T07:00:00Z,1.4358,1.4362,1.4353,1.4356,0.0
2025-01-16T08:00:00Z,1.4355,1.4384,1.4354,1.4373,0.0
2025-01-16T09:00:00Z,1.4372,1.4375,1.4366,1.4372,0.0
2025-01-16T10:00:00Z,1.4373,1.4378,1.437,1.4372,0.0
2025-01-16T11:00:00Z,1.4372,1.4381,1.4369,1.4373,0.0
2025-01-16T12:00:00Z,1.4374,1.4393,1.4373,1.438,0.0
2025-01-16T13:00:00Z,1.4379,1.4392,1.4377,1.4381,0.0
2025-01-16T14:00:00Z,1.438,1.4396,1.4379,1.4387,0.0
2025-01-16T15:00:00Z,1.4388,1.4395,1.4373,1.4388,0.0
2025-01-16T16:00:00Z,1.4388,1.4401,1.438,1.438,0.0
2025-01-16T17:00:00Z,1.4381,1.439,1.4368,1.4387,0.0
2025-01-16T18:00:00Z,1.4387,1.4394,1.4383,1.4392,0.0
2025-01-16T19:00:00Z,1.4393,1.44,1.4387,1.4396,0.0
2025-01-16T20:00:00Z,1.4396,1.4403,1.4392,1.4398,0.0
2025-01-16T21:00:00Z,1.4397,1.44,1.439,1.4394,0.0
2025-01-16T22:00:00Z,1.4393,1.4398,1.439,1.4397,0.0
2025-01-16T23:00:00Z,1.4398,1.44,1.4394,1.4395,0.0
2025-01-17T00:00:00Z,1.4396,1.4402,1.4395,1.4398,0.0
2025-01-17T01:00:00Z,1.4398,1.4403,1.4395,1.44,0.0
2025-01-17T02:00:00Z,1.4399,1.4401,1.4395,1.44,0.0
2025-01-17T03:00:00Z,1.4401,1.4401,1.4389,1.4395,0.0
