time,open,high,low,close,volume
2025-01-15T02:00:00Z,1.03002,1.03019,1.0295,1.029717,0.0
2025-01-15T03:00:00Z,1.029717,1.03026,1.0296,1.0302,0.0
2025-01-15T04:00:00Z,1.03018,1.03029,1.02974,1.0303,0.0
2025-01-15T05:00:00Z,1.030242,1.03057,1.02924,1.02933,0.0
2025-01-15T06:00:00Z,1.02933,1.02991,1.02917,1.02962,0.0
2025-01-15T07:00:00Z,1.02964,1.03085,1.02865,1.0306,0.0
2025-01-15T08:00:00Z,1.03059,1.03174,1.02941,1.02966,0.0
2025-01-15T09:00:00Z,1.02967,1.03136,1.02959,1.03099,0.0
2025-01-15T10:00:00Z,1.031,1.03146,1.03006,1.03076,0.0
2025-01-15T11:00:00Z,1.03077,1.03127,1.02994,1.03012,0.0
2025-01-15T12:00:00Z,1.03013,1.03069,1.02932,1.02999,0.0
2025-01-15T13:00:00Z,1.02998,1.03549,1.02959,1.03446,0.0
2025-01-15T14:00:00Z,1.03447,1.03461,1.03248,1.03273,0.0
2025-01-15T15:00:00Z,1.03273,1.03314,1.02987,1.03062,0.0
2025-01-15T16:00:00Z,1.03061,1.03082,1.02584,1.02812,0.0
2025-01-15T17:00:00Z,1.02813,1.02936,1.02808,1.02857,0.0
2025-01-15T18:00:00Z,1.02858,1.02934,1.02843,1.02923,0.0
2025-01-15T19:00:00Z,1.02924,1.02951,1.0289,1.02934,0.0
2025-01-15T20:00:00Z,1.02933,1.02993,1.02901,1.0296,0.0
2025-01-15T21:00:00Z,1.02961,1.02967,1.02879,1.02907,0.0
2025-01-15T22:00:00Z,1.02888,1.02982,1.0285,1.02933,0.0
2025-01-15T23:00:00Z,1.02936,1.02966,1.02903,1.02953,0.0
2025-01-16T00:00:00Z,1.02952,1.03003,1.02846,1.02991,0.0
2025-01-16T01:00:00Z,1.02993,1.03,1.02874,1.02895,0.0
2025-01-16T02:00:00Z,1.02896,1.02934,1.02846,1.0287,0.0
2025-01-16T03:00:00Z,1.02871,1.02894,1.02844,1.0289,0.0
2025-01-16T04:00:00Z,1.02891,1.02942,1.02852,1.02871,0.0
2025-01-16T05:00:00Z,1.02872,1.02876,1.02808,1.02826,0.0
2025-01-16T06:00:00Z,1.02825,1.02899,1.02821,1.02892,0.0
2025-01-16T07:00:00Z,1.02892,1.0302,1.02858,1.02976,0.0
2025-01-16T08:00:00Z,1.02978,1.03003,1.02877,1.0296,0.0
2025-01-16T09:00:00Z,1.02961,1.02994,1.02814,1.02862,0.0
2025-01-16T10:00:00Z,1.02863,1.02965,1.02825,1.02856,0.0
2025-01-16T11:00:00Z,1.02858,1.02923,1.02838,1.02903,0.0
