time,open,high,low,close,volume
2025-01-16T05:00:00Z,1.2218,1.2219,1.2207,1.221,0.0
2025-01-16T06:00:00Z,1.221,1.2221,1.221,1.222,0.0
2025-01-16T07:00:00Z,1.2215,1.2226,1.2201,1.2219,0.0
2025-01-16T08:00:00Z,1.222,1.2224,1.2196,1.2205,0.0
2025-01-16T09:00:00Z,1.2206,1.2213,1.219,1.2198,0.0
2025-01-16T10:00:00Z,1.2197,1.221,1.2193,1.2203,0.0
2025-01-16T11:00:00Z,1.2203,1.2213,1.2201,1.221,0.0
2025-01-16T12:00:00Z,1.221,1.2212,1.2191,1.2197,0.0
2025-01-16T13:00:00Z,1.2199,1.22,1.2176,1.2197,0.0
2025-01-16T14:00:00Z,1.2197,1.2203,1.2176,1.2198,0.0
2025-01-16T15:00:00Z,1.2198,1.2239,1.2189,1.2235,0.0
2025-01-16T16:00:00Z,1.2234,1.2249,1.2218,1.2243,0.0
2025-01-16T17:00:00Z,1.2243,1.226,1.2236,1.2237,0.0
2025-01-16T18:00:00Z,1.2237,1.2247,1.2228,1.2233,0.0
2025-01-16T19:00:00Z,1.2232,1.2241,1.2229,1.2236,0.0
2025-01-16T20:00:00Z,1.2235,1.2237,1.2229,1.2231,0.0
2025-01-16T21:00:00Z,1.2231,1.2241,1.2228,1.2241,0.0
2025-01-16T22:00:00Z,1.2241,1.2245,1.2236,1.2237,0.0
2025-01-16T23:00:00Z,1.2237,1.2238,1.2234,1.2235,0.0
2025-01-17T00:00:00Z,1.2235,1.224,1.2231,1.2236,0.0
2025-01-17T01:00:00Z,1.2237,1.2237,1.2229,1.2233,0.0
2025-01-17T02:00:00Z,1.2234,1.2245,1.2232,1.2234,0.0
2025-01-17T03:00:00Z,1.2233,1.2238,1.2229,1.2234,0.0
2025-01-17T04:00:00Z,1.2233,1.2235,1.2219,1.2223,0.0
2025-01-17T05:00:00Z,1.2221,1.2223,1.2213,1.2218,0.0
2025-01-17T06:00:00Z,1.2217,1.2218,1.2206,1.2216,0.0
2025-01-17T07:00:00Z,1.2217,1.2217,1.2161,1.2175,0.0
2025-01-17T08:00:00Z,1.2175,1.2197,1.2175,1.219,0.0
2025-01-17T09:00:00Z,1.219,1.2201,1.2184,1.2196,0.0
2025-01-17T10:00:00Z,1.2197,1.2208,1.2196,1.2199,0.0
2025-01-17T11:00:00Z,1.2199,1.2217,1.2193,1.2197,0.0
2025-01-17T12:00:00Z,1.2196,1.2199,1.2182,1.2187,0.0
2025-01-17T13:00:00Z,1.2188,1.2195,1.2176,1.2182,0.0
2025-01-17T14:00:00Z,1.2182,1.2198,1.2161,1.2195,0.0
2025-01-17T15:00:00Z,1.2194,1.2228,1.2191,1.2198,0.0
2025-01-17T16:00:00Z,1.2197,1.2199,1.2176,1.2178,0.0
2025-01-17T17:00:00Z,1.2179,1.2182,1.2168,1.2174,0.0
2025-01-17T18:00:00Z,1.2173,1.2187,1.2166,1.2175,0.0
2025-01-17T19:00:00Z,1.2174,1.218,1.2165,1.2168,0.0
2025-01-17T20:00:00Z,1.2168,1.2175,1.2165,1.2171,0.0
2025-01-17T21:00:00Z,1.217,1.2171,1.2166,1.2168,0.0
2025-01-19T22:00:00Z,1.2178,1.218,1.2172,1.2177,0.0
2025-01-19T23:00:00Z,1.2176,1.2176,1.2161,1.2175,0.0
2025-01-20T00:00:00Z,1.2176,1.2186,1.2175,1.2185,0.0
2025-01-20T01:00:00Z,1.2184,1.2195,1.2176,1.2193,0.0
2025-01-20T02:00:00Z,1.2193,1.2195,1.2186,1.2194,0.0
2025-01-20T03:00:00Z,1.2193,1.2205,1.2193,1.2205,0.0
2025-01-20T04:00:00Z,1.2205,1.2207,1.2201,1.2206,0.0
2025-01-20T05:00:00Z,1.2208,1.2216,1.2205,1.221,0.0
2025-01-20T06:00:00Z,1.2211,1.2222,1.2203,1.2216,0.0
2025-01-20T07:00:00Z,1.2216,1.2219,1.2208,1.2216,0.0
2025-01-20T08:00:00Z,1.2216,1.222,1.2189,1.2194,0.0
2025-01-20T09:00:00Z,1.2193,1.2197,1.2166,1.2178,0.0
2025-01-20T10:00:00Z,1.2178,1.2195,1.2178,1.219,0.0
2025-01-20T11:00:00Z,1.2191,1.2208,1.219,1.2206,0.0
