price,profile
3994.4098189375,0.0
3994.7894568125,0.0
3995.1690946874996,0.0
3995.5487325625,1.0
3995.9283704375,0.0
3996.3080083124996,0.0
3996.6876461875,0.0
3997.0672840624998,0.0
3997.4469219374996,0.0
3997.8265598125,0.0
3998.2061976874998,0.0
3998.5858355624996,0.0
3998.9654734375,0.0
3999.3451113124997,0.0
3999.7247491874996,0.0
4000.1043870625,0.0
4000.4840249374997,0.0
4000.8636628124996,0.0
4001.2433006875,0.0
4001.6229385625,0.0
4002.0025764374996,0.0
4002.3822143125,0.0
4002.7618521875,0.0
4003.1414900624995,0.0
4003.5211279375,0.0
4003.9007658125,1.0
4004.2804036874995,0.0
4004.6600415625,0.0
4005.0396794375,0.0
4005.4193173124995,0.0
4005.7989551875,0.0
4006.1785930625,0.0
4006.5582309374995,0.0
4006.9378688125,0.0
4007.3175066875,0.0
4007.6971445624995,0.0
4008.0767824375,0.0
4008.4564203125,0.0
4008.8360581874995,0.0
4009.2156960625,0.0
4009.5953339375,0.0
4009.9749718124995,0.0
4010.3546096874998,0.0
4010.7342475625,1.0
4011.1138854374994,0.0
4011.4935233124997,0.0
4011.8731611875,0.0
4012.2527990624994,0.0
4012.6324369374997,0.0
4013.0120748125,0.0
4013.3917126874994,0.0
4013.7713505624997,0.0
4014.1509884375,0.0
4014.5306263125,0.0
4014.9102641874997,0.0
4015.2899020625,0.0
4015.6695399375,0.0
4016.0491778124997,0.0
4016.4288156875,0.0
4016.8084535625,0.0
4017.1880914374997,0.0
4017.5677293125,0.0
4017.9473671875,0.0
4018.3270050624997,0.0
4018.7066429375,0.0
4019.0862808125,0.0
4019.4659186874997,0.0
4019.8455565625,0.0
4020.2251944375,0.0
4020.6048323124996,0.0
4020.9844701875,0.0
4021.3641080625,0.0
4021.7437459374996,0.0
4022.1233838125,0.0
4022.5030216874998,0.0
4022.8826595624996,0.0
4023.2622974375,0.0
4023.6419353124998,0.0
4024.0215731874996,0.0
4024.4012110625,0.0
4024.7808489374997,0.0
4025.1604868124996,0.0
4025.5401246875,0.0
4025.9197625624997,0.0
4026.2994004374996,0.0
4026.6790383125,0.0
4027.0586761874997,0.0
4027.4383140624996,0.0
4027.8179519375,0.0
4028.1975898124997,0.0
4028.5772276874995,0.0
4028.9568655625,0.0
4029.3365034375,0.0
4029.7161413124995,0.0
4030.0957791875,0.0
4030.4754170625,0.0
4030.8550549374995,0.0
4031.2346928125,0.0
4031.6143306875,0.0
4031.9939685624995,0.0
4032.3736064375,1.0
4032.7532443125,0.0
4033.1328821874995,0.0
4033.5125200625,0.0
4033.8921579375,0.0
4034.2717958124995,0.0
4034.6514336875,0.0
4035.0310715625,0.0
4035.4107094374995,0.0
4035.7903473124998,0.0
4036.1699851875,0.0
4036.5496230624994,0.0
4036.9292609374997,0.0
4037.3088988125,1.0
4037.6885366874994,0.0
4038.0681745624997,0.0
4038.4478124375,0.0
4038.8274503124994,0.0
4039.2070881874997,0.0
4039.5867260625,0.0
4039.9663639374994,0.0
4040.3460018124997,0.0
4040.7256396875,0.0
4041.1052775624994,0.0
4041.4849154374997,0.0
4041.8645533125,1.0
4042.2441911875,0.0
4042.6238290624997,0.0
4043.0034669375,0.0
4043.3831048125,0.0
4043.7627426874997,0.0
4044.1423805625,0.0
4044.5220184375,0.0
4044.9016563124997,0.0
4045.2812941875,0.0
4045.6609320625,0.0
4046.0405699374996,0.0
4046.4202078125,0.0
4046.7998456875,0.0
4047.1794835624996,0.0
4047.5591214375,0.0
4047.9387593124998,0.0
4048.3183971874996,0.0
4048.6980350625,0.0
4049.0776729374998,1.0
4049.4573108124996,0.0
4049.8369486875,0.0
4050.2165865624997,0.0
4050.5962244374996,0.0
4050.9758623125,0.0
4051.3555001874997,0.0
4051.7351380624996,0.0
4052.1147759375,0.0
4052.4944138124997,0.0
4052.8740516874996,0.0
4053.2536895625,0.0
4053.6333274374997,0.0
4054.0129653124995,0.0
4054.3926031875,0.0
4054.7722410624997,0.0
4055.1518789374995,0.0
4055.5315168125,0.0
4055.9111546874997,1.0
4056.2907925624995,0.0
4056.6704304375,0.0
4057.0500683125,0.0
4057.4297061874995,0.0
4057.8093440625,0.0
4058.1889819375,0.0
4058.5686198124995,0.0
4058.9482576875,0.0
4059.3278955625,0.0
4059.7075334374995,0.0
4060.0871713125,0.0
4060.4668091875,0.0
4060.8464470624995,0.0
4061.2260849374998,0.0
4061.6057228125,0.0
4061.9853606874995,0.0
4062.3649985624997,0.0
4062.7446364375,0.0
4063.1242743124994,0.0
4063.5039121874997,0.0
4063.8835500625,0.0
4064.2631879374994,0.0
4064.6428258124997,0.0
4065.0224636875,0.0
4065.4021015624994,0.0
4065.7817394374997,0.0
4066.1613773125,0.0
4066.5410151874994,0.0
4066.9206530624997,0.0
4067.3002909375,0.0
4067.6799288124994,0.0
4068.0595666874997,0.0
4068.4392045625,0.0
4068.8188424374994,0.0
4069.1984803124997,1.0
4069.5781181875,0.0
4069.9577560625,0.0
4070.3373939374997,0.0
4070.7170318125,0.0
4071.0966696875,0.0
4071.4763075624996,1.0
4071.8559454375,0.0
4072.2355833125,0.0
4072.6152211874996,0.0
4072.9948590625,0.0
4073.3744969374998,1.0
4073.7541348124996,0.0
4074.1337726875,0.0
4074.5134105624998,0.0
4074.8930484374996,1.0
4075.2726863125,0.0
4075.6523241874997,0.0
4076.0319620624996,1.0
4076.4115999375,0.0
4076.7912378124997,0.0
4077.1708756874996,1.0
4077.5505135625,0.0
4077.9301514374997,0.0
4078.3097893124996,0.0
4078.6894271875,0.0
4079.0690650624997,0.0
4079.4487029374995,0.0
4079.8283408125,0.0
4080.2079786874997,1.0
4080.5876165624995,0.0
4080.9672544375,0.0
4081.3468923124997,0.0
4081.7265301874995,0.0
4082.1061680625,1.0
4082.4858059374997,0.0
4082.8654438124995,0.0
4083.2450816875,0.0
4083.6247195624996,0.0
4084.0043574374995,0.0
4084.3839953125,1.0
4084.7636331875,0.0
4085.1432710624995,0.0
4085.5229089375,0.0
4085.9025468125,0.0
4086.2821846874995,0.0
4086.6618225624998,0.0
4087.0414604375,0.0
4087.4210983124995,0.0
4087.8007361874998,0.0
4088.1803740625,0.0
4088.5600119374994,0.0
4088.9396498124997,0.0
4089.3192876875,0.0
4089.6989255624994,1.0
4090.0785634374997,0.0
4090.4582013125,0.0
4090.8378391874994,0.0
4091.2174770624997,0.0
4091.5971149375,0.0
4091.9767528124994,0.0
4092.3563906874997,0.0
4092.7360285625,0.0
4093.1156664374994,0.0
4093.4953043124997,0.0
4093.8749421875,0.0
4094.2545800624994,1.0
4094.6342179374997,0.0
4095.0138558125,0.0
4095.3934936874994,1.0
4095.7731315624997,0.0
4096.1527694375,0.0
4096.532407312499,0.0
4096.9120451875,0.0
4097.2916830625,0.0
4097.671320937499,0.0
4098.0509588125,0.0
4098.4305966875,0.0
4098.810234562499,0.0
4099.1898724375,0.0
4099.5695103125,0.0
4099.949148187499,0.0
4100.3287860625,0.0
4100.7084239375,0.0
4101.088061812499,0.0
4101.4676996875,0.0
4101.8473375625,1.0
4102.226975437499,2.0
4102.6066133125,1.0
4102.9862511875,0.0
4103.365889062499,0.0
4103.7455269375,0.0
4104.1251648125,0.0
4104.504802687499,0.0
4104.8844405625005,1.0
4105.2640784375,0.0
4105.643716312499,0.0
4106.0233541875,0.0
4106.4029920625,0.0
4106.782629937499,0.0
4107.1622678125,0.0
4107.5419056875,0.0
4107.921543562499,0.0
4108.3011814375,0.0
4108.6808193125,0.0
4109.060457187499,0.0
4109.4400950625,0.0
4109.8197329375,0.0
4110.199370812499,0.0
4110.5790086875,1.0
4110.9586465625,1.0
4111.338284437499,1.0
4111.7179223125,0.0
4112.0975601875,1.0
4112.477198062499,0.0
4112.8568359375,0.0
4113.2364738125,0.0
4113.616111687499,0.0
4113.9957495625,1.0
4114.3753874375,0.0
4114.755025312499,0.0
4115.1346631875,0.0
4115.5143010625,0.0
4115.893938937499,0.0
4116.2735768125,0.0
4116.6532146875,1.0
4117.032852562499,0.0
4117.4124904375,0.0
4117.7921283125,1.0
4118.171766187499,0.0
4118.5514040625,0.0
4118.9310419375,1.0
4119.310679812499,1.0
4119.6903176875,0.0
4120.0699555625,0.0
4120.449593437499,0.0
4120.8292313125,0.0
4121.2088691875,0.0
4121.588507062499,0.0
4121.9681449375,0.0
4122.3477828125,0.0
4122.727420687499,0.0
4123.1070585625,0.0
4123.4866964375,1.0
4123.866334312499,0.0
4124.2459721875,1.0
4124.6256100625,0.0
4125.005247937499,0.0
4125.3848858125,0.0
4125.7645236875,0.0
4126.144161562499,0.0
4126.5237994375,0.0
4126.9034373125,1.0
4127.283075187499,0.0
4127.6627130625,1.0
4128.0423509375,0.0
4128.421988812499,1.0
4128.8016266875,0.0
4129.1812645625,0.0
4129.560902437499,1.0
4129.9405403125,0.0
4130.3201781875,0.0
4130.699816062499,0.0
4131.0794539375,0.0
4131.4590918124995,0.0
4131.8387296875,0.0
4132.2183675625,0.0
4132.5980054374995,1.0
4132.9776433125,1.0
4133.3572811875,1.0
4133.7369190624995,0.0
4134.1165569375,2.0
4134.4961948125,0.0
4134.8758326874995,0.0
4135.2554705625,0.0
4135.6351084375,1.0
4136.0147463124995,0.0
4136.3943841875,0.0
4136.7740220625,0.0
4137.1536599374995,0.0
4137.5332978125,0.0
4137.9129356875,0.0
4138.2925735624995,0.0
4138.6722114375,0.0
4139.0518493125,0.0
4139.431487187499,0.0
4139.8111250625,0.0
4140.1907629375,1.0
4140.570400812499,0.0
4140.9500386875,0.0
4141.3296765625,0.0
4141.709314437499,0.0
4142.0889523125,0.0
4142.4685901875,0.0
4142.848228062499,0.0
4143.2278659375,0.0
4143.6075038125,0.0
4143.987141687499,0.0
4144.3667795625,0.0
4144.7464174375,0.0
4145.126055312499,0.0
4145.5056931875,0.0
4145.8853310625,0.0
